,id,date,text,likes,retweet,comments,urls
129,1317073362695254016,2020-10-16 12:02:14+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/fCbowzKqaf,170,14,5,[{'url': 'https://t.co/fCbowzKqaf'}]
130,1374718076013277185,2021-03-24 13:41:45+00:00,My ‘nak diet tapi lapar Mekdi’ in one graph. https://t.co/mUJPgIiM6d,345,96,7,[]
131,1328878672124596224,2020-11-18 01:52:19+00:00,Korang tahu tak kami ada Hotcakes yang lazat dihidang bersama sirap dan marjerin?Hanya untuk geng bangun pagi. https://t.co/nyBb6uiwv2,114,17,11,[]
132,1350669175048572929,2021-01-17 05:00:00+00:00,"Bila kawan beli set, kau beli ala carte.(\_/)( •_•)  “cikit”/ &gt;🍟",768,303,11,[]
133,1283340654186074112,2020-07-15 10:00:29+00:00,"Jika anda peminat K-Pop atau K-Drama, anda pasti suka Burger Korea Pedas yang Daebak ini! https://t.co/hrvxEgmIuW",578,177,10,[]
134,1188713589332275201,2019-10-28 07:06:19+00:00,3 karakter utama kita.  Boleh teka tak burger apa ni? https://t.co/c1NgFc1GMA,383,68,9,[]
135,1334800296510246914,2020-12-04 10:02:44+00:00,"Adanya McDonalds drive-thru, abang-abang askar ini boleh bergembira kenyang memakan burger mereka dan kembali bertugas.",31,0,7,[]
136,1318805231107334146,2020-10-21 06:44:03+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/rEzkcIl3yR,16,1,2,[{'url': 'https://t.co/rEzkcIl3yR'}]
137,1353666425563590656,2021-01-25 11:30:00+00:00,"Siapa nak menang duit RM18,888? Senang je. Duet dalam Bahasa Cina dengan Baki macam @AlvinChong123 ni. Senang je, a… https://t.co/w0wXtxAblZ",8,0,0,[{'url': 'https://t.co/w0wXtxAblZ'}]
138,1299173475655905280,2020-08-28 02:34:28+00:00,"Sempena ulang tahun ke-50 Doraemon, ayuh terokai gadget canggih dan innovatif Doraemon dengan Happy Meal! Kumpulkan… https://t.co/4oE6XL9tpA",82,24,5,[{'url': 'https://t.co/4oE6XL9tpA'}]
139,1378509340928135173,2021-04-04 00:46:52+00:00,Betul. Hari ni dah Ahad. Esok Isnin. Muka tu jangan buat terperanjat pulak ye. https://t.co/N0RRet7dzJ,1085,441,10,[]
140,1312937186761744384,2020-10-05 02:06:33+00:00,"Tiga kombinasi mantap dari McD. Ada Smoky Grilled Beef, Quarter Pounder dengan Keju dan Burger Daging Honey Mustard… https://t.co/AQgqyqyear",116,45,9,[{'url': 'https://t.co/AQgqyqyear'}]
141,1331910878195638272,2020-11-26 10:41:13+00:00,Psst...kami tahu anda suka pedas.SPICY GRAND MCCHICKEN!(Bagi yang tak suka pedas juga ada) https://t.co/mDToexWuOS,99,16,1,[]
142,1324192211706081280,2020-11-05 03:30:00+00:00,"Bak kata orang, Ayam Goreng McD boleh jadi pengikat kasih tau. Cubalah kalau tak caya... https://t.co/2XnzgUGZeq",31,3,1,[]
143,1237910695351480321,2020-03-12 01:18:03+00:00,"Pesanan untuk adik-adik bersekolah.Buli kawan, is a No-No.Belanja kawan, is a Yes-Yes.Okay?",732,202,9,[]
144,1381962879105032192,2021-04-13 13:30:00+00:00,"Bulan Ramadan penuh dugaan, namun pasti ada kemanisan. Begitu juga dengan pengalaman berpuasa Syukur. Sampai Mama p… https://t.co/7PRG3L3Wms",856,205,10,[{'url': 'https://t.co/7PRG3L3Wms'}]
145,1152168339550027782,2019-07-19 10:48:33+00:00,"Roses are red, Sweet is Strawberry.Tak ada mood nak beli sendiri,Guna la #McDelivery",613,222,10,[]
146,1379992398953123843,2021-04-08 03:00:01+00:00,Cabar selera anda dengan Spicy Beef Burgers baharu hari ini! Pesan sekarang melalui McDelivery atau Pandu-Lalu. https://t.co/6skg90IvYX,9,4,0,[]
147,1362379982408876036,2021-02-18 12:34:34+00:00,RT @verybunny: Tahniah @McDMalaysia sebab include nutrition facts of each menu. Yang ini untuk ayam goreng. https://t.co/XU6f0krS7O,0,4,1,[]
148,1276918017805279232,2020-06-27 16:39:14+00:00,"Big, Mac,Big, Mac,dah nak masuk bulan Julai eh? Laju je tahun 2020 ni.",313,26,10,[]
149,1118091675300052992,2019-04-16 10:00:03+00:00,Ya Ampun... Life hack Kak Zati https://t.co/OOb0mmnZdm,351,157,4,[{'url': 'https://t.co/OOb0mmnZdm'}]
